speaker,emotion,min_pitch,max_pitch,mean_pitch,min_intensity,max_intensity,mean_intensity
gg,disgust,170.7292746950485,377.5489501193244,242.47307785831148,35.51092559575765,85.88036549783871,78.8464882798157
jg,despair,186.51140623742347,584.5757666606648,262.07448397417875,28.820624877962256,65.16918083319473,55.371804244384116
mf,contempt,107.8842087089905,196.84907353928975,140.42186484583397,34.05751982528101,72.36114108869427,65.7218036754095
jg,hot-anger,184.76837750246995,489.6396302379533,255.93854624722243,25.17302233377,74.3724633766508,66.08376772424891
cl,anxiety,78.9725958701347,121.93035255671528,98.54920857781339,19.326049303685082,77.86782581798816,66.60278101252995
jg,anxiety,168.17478103005294,558.319056142972,279.05761360030556,30.76809573332377,73.77391795309995,65.16074269272535
jg,despair,231.60654147754587,613.9805342685963,432.6951498846125,29.968780944718144,49.801622540770886,41.030810598239384
mk,despair,220.43187077196964,597.4312995743303,344.5904126237359,22.91398056656783,69.0599731128429,60.25446702338385
mk,panic,259.3323608985987,578.4180299870244,449.2307593973615,17.678283167216268,70.6119258669077,60.8978782513892
mm,sadness,136.28556276641845,182.7980125200536,149.597835119316,24.711340798379986,71.02286164466403,62.21820614199798
cc,contempt,119.0014106726184,175.57888651893066,138.55824885897547,22.977398339312032,73.91446458141309,67.17245777191695
mf,anxiety,131.8091315287227,167.26267168811555,144.37352197482625,44.94677088170581,71.54064628686932,65.5469796863461
mk,interest,196.3366278979938,303.60506626583356,241.67826481399814,33.58083423969763,76.59245953039013,69.42047027211392
cl,happy,111.32522382744651,344.6124740220249,250.77798576667203,12.19772059783053,70.19643095255748,61.82865901551452
mk,shame,200.23513941572548,239.73894676747412,213.79120043372603,31.313022569700998,74.63002222868798,63.28563062624443
mk,hot-anger,201.600284591271,520.2187561404451,388.2459421359434,21.370309218204596,76.72142630391949,66.70051588326194
mf,shame,122.30883601098199,561.9382657421806,155.79383476091468,50.76532266085776,79.57475164680673,74.28286973422075
mk,happy,275.0985102760355,519.2459893538617,416.1631055334931,31.87317136609512,80.40655044787675,69.89320993849525
gg,panic,223.9718241541475,455.5532111695955,328.352421522345,52.767233026127606,88.24216164524455,78.72602771743418
mf,neutral,95.97360028891839,125.4283721444507,104.55145770144023,18.685916502546448,61.32865467176539,54.52777016818314
mk,boredom,147.90671700290474,238.30514894835267,188.68875382628423,33.464798712043084,78.34374167766639,67.64575615354694
gg,disgust,171.42937051795283,416.4256984746606,291.419188062158,22.68596602886355,86.94321799663729,77.63755071986782
mm,neutral,75.1749058682047,202.16118353793195,165.81228106350693,23.143871465923315,78.89948558453534,71.1600761760792
cl,interest,81.91391540728596,122.76702569482485,100.62549366622937,16.601706490071233,70.27287382134405,59.393350989156055
cc,hot-anger,170.45808956768659,433.6460466642445,344.0130514183479,31.314329427393183,83.89108838028726,73.14025101083652
mk,cold-anger,200.02863952434714,406.4225633535697,295.3654360267646,33.93522660823821,76.02838976823318,68.20228528888619
cc,elation,189.3915174416714,324.2788271924878,285.55059758985294,16.968186430340314,65.90337796458,58.97774848462036
cl,neutral,78.93577881715342,108.17653690793573,84.39323731515259,18.115826629452116,64.8661126313439,58.223186806190334
mk,despair,243.57361539572474,568.4962324464933,381.9873346590123,28.959375084355734,75.46045341866784,67.17210265862673
jg,panic,213.83112446093148,466.69496745437897,325.2711533642612,26.697255329294727,79.92659508219457,69.50666798269515
cc,disgust,96.55005644552355,532.9809904030386,197.47866079796518,19.385670696515668,68.7269112550261,59.78984665473792
jg,happy,158.12286580117984,377.6192460282393,250.0472186219469,35.28011986200462,80.22116027118403,66.9383977910731
mm,contempt,113.55724707182996,140.44266827047065,128.6695036705851,23.352393328017833,66.21974633886151,57.85438106836766
mk,despair,282.2932450692362,560.8080124943168,349.23494336834693,27.301964474151372,80.87646454212499,71.33162702296292
jg,anxiety,147.61590703640252,251.4149574180982,202.0637559448311,29.62098323479712,73.30559851751907,62.833871584995876
mm,anxiety,80.64207448010825,551.5948321695988,166.7393161664357,28.17147077348824,74.03680132482638,66.08836850005243
mf,pride,95.00200787264068,217.50877899591262,144.1892826822342,27.30084520417129,67.87339776960154,61.57229033865505
mk,interest,200.53948203396257,386.1012127493785,301.84112456484235,34.08134907219529,81.44964608617751,73.45193733877316
gg,despair,127.67960547597193,391.6281679137531,260.1140387175182,23.815817780485368,82.74485789592077,73.09168315261503
jg,cold-anger,166.91192690469842,389.091574113712,294.6461805189504,30.449862269451366,78.32969741979059,67.79653107378357
mf,cold-anger,132.39317480052625,352.5810781891448,276.8531800505631,35.75916711010211,89.65888759522356,80.32592136760336
mf,contempt,96.38144300369616,138.92373851797464,121.08642389190278,18.15109576037292,67.39082859066505,58.883589103036044
mm,despair,165.84537474094827,231.55171281662442,193.36153672899306,18.957832952576403,59.24584188875799,50.79250922170752
mf,hot-anger,161.79755986051336,535.9647051374626,340.2941138434586,36.4137448143127,86.58374768060297,80.15954788247706
jg,cold-anger,82.3570914188582,531.8038345562973,221.64799209835581,28.002455826659723,60.53610252293254,51.98576020507616
cc,pride,100.86503090155742,561.754076669,159.8656900145649,26.19268595761191,72.04373165865087,62.73891248256511
gg,disgust,144.92366590829826,388.2441958657348,231.38136672563382,30.721795044675137,79.7718697802694,71.95982424977974
jg,happy,147.75880181353114,371.6764560625971,213.5324408823466,38.75573923702341,77.45928763696122,69.07122065572734
cl,elation,213.77041620764868,377.20654460051446,341.8430213558869,17.862958182072962,90.27344516371434,83.68084437211317
mk,interest,190.10454101752552,292.54124301874936,246.96373187952557,29.757744219555214,75.45860691760069,68.52848267804114
jg,despair,141.28157211190705,602.1581387963421,257.49611999247946,29.130778057282352,65.05944568412696,54.87522992254591
cc,neutral,83.37766244301466,498.40442796896355,117.31265806045322,34.49543709375378,73.39668851179086,68.1845771933339
mk,sadness,93.02439735763586,241.21344233533515,170.15491999859913,29.23461684248016,69.28747744219608,61.444146132414005
gg,interest,125.83288489925495,607.7241779264968,200.82411878848674,53.32656738538334,81.61786311482366,75.38340082088779
mf,sadness,103.32141931418941,173.8182921912097,141.04389084164,37.54649704676827,75.78588574069164,69.88908956509822
mk,happy,212.0676283287835,319.1563495070886,259.9677358772721,28.691851765961687,77.62576886154808,66.67317626920892
mm,shame,121.08908549263992,599.0008895318517,156.7506235232837,33.83375781583352,75.61723777010984,67.99386016830687
mm,anxiety,161.65770222754173,193.91928975412424,175.51672963300396,25.852799875338235,68.22694952079502,61.06438330078309
cc,neutral,78.85121093873572,108.35809184824976,96.46760741114021,36.820255316532716,76.7625094359665,68.88011923293342
cl,anxiety,85.43469587168204,371.33584669448794,121.24987186455783,22.30614228824355,72.71366440732105,61.30830719604557
mf,sadness,94.92215282680624,572.3584698500509,151.55576573969046,35.65081627489362,78.7619138809048,73.70446183000024
mf,boredom,121.13718463970615,294.95808920575774,174.9680476063024,49.717772423595335,80.47808196759402,75.06869331454928
gg,anxiety,142.0261210104002,551.127844388753,222.3192994510926,22.531427068327783,73.17506488354587,64.5707798833406
gg,elation,232.7447054427272,584.5456979216569,345.69615375387355,30.67695645181695,86.10263008457433,79.16331815122541
cc,contempt,80.10063244887726,221.0535879473043,114.39959743981248,21.362501031233112,70.38272480363158,59.75443543287902
cc,happy,89.85148853853984,197.7750383884664,155.50484087844012,37.52338100025473,74.50349411668847,65.87101845215759
mf,boredom,127.41268144849623,191.8105977434181,147.01509832124904,42.30971329093872,79.94584311683742,72.7123565485853
mk,interest,183.483073994824,258.61301737406984,220.94368358825074,32.55847773794377,77.71754269381732,68.60882515708866
gg,pride,146.30226542776995,242.68940546982174,194.10786050837183,39.287354661964095,76.57482187403592,70.06698642510675
gg,sadness,96.96837810977297,369.9403146621684,211.54130950875057,33.38103040815655,74.84223307982292,67.0579795169977
gg,despair,88.55303026943389,389.8287274756321,256.49056188486657,23.86194217842135,81.89744666530483,73.50206450485553
jg,disgust,80.7442214602634,598.3266312901516,234.24125691006066,29.322696387631503,70.78435414990282,57.824952958720594
jg,panic,85.04386364762959,462.5741041171469,215.66929978037652,28.131320421447167,66.52577620121892,56.26405109316225
mf,contempt,149.7955077436698,210.02353227412704,186.41508381607747,26.35171796110059,69.77707437847309,64.156484921409
cc,happy,98.37217326406977,168.07025294842387,135.0190316207704,18.849134641283907,72.63799730697636,64.76881263159127
mf,sadness,109.80267297953063,165.72476872466328,139.14882428396527,49.097972103850445,80.40279391424546,71.07322106830668
jg,pride,129.88960980368972,274.05493100916476,216.37141116438562,32.77884957532525,76.54255029944974,65.78628129703988
gg,cold-anger,105.54446382504668,347.98432234112005,235.65088221317475,28.661835582983052,73.11950769303778,63.388171049325805
cc,panic,197.72878475336242,341.80823048888834,274.9179167285026,23.1267273739792,80.6390039696466,72.25662863767852
mm,neutral,125.5895696761622,210.02919906079853,161.34359578649335,47.31326513966372,77.59560736744334,70.65932800082419
mf,anxiety,105.36402976801341,151.15533168518158,131.8073542469294,25.26540837072891,67.37905202082734,59.79752546589751
cc,cold-anger,207.62225818387677,332.51514342376225,266.4184150428042,27.560146732819277,74.50288420295801,68.42325664457147
gg,shame,135.78517310915333,597.6117372358251,260.7175035719211,51.14906167268002,77.00729791777013,66.62359593407132
mf,contempt,107.78738534087806,239.13057523679376,164.9019207136288,27.52967395730429,82.03140185098617,72.69568348797708
mf,boredom,84.57813621080827,144.48191836144463,113.07074409687728,31.256074008242873,73.00266028665652,67.04826982920858
mk,neutral,187.39867885421555,275.45890550371223,221.3074344435149,25.746570729519952,67.89936898918518,59.76611704574112
mm,pride,141.39189460052756,245.18192903174642,180.43197630859336,38.6978064094614,82.61780418544159,72.80348860685845
mf,pride,105.32934399311108,201.96034922068657,150.29546253159637,19.157233785092703,71.82400323806893,63.442233700492
cl,shame,74.96143852206492,103.13558340564876,83.71643546324732,17.048080838764122,68.24872911497987,58.32070752336822
cc,despair,100.61666036324212,493.7400299057284,146.6083781259656,38.189488632249315,78.13522210407885,71.48233170602886
jg,hot-anger,168.296288872814,430.690049237709,341.9388966480797,26.738393177336455,89.08061408381,77.36773283986858
gg,boredom,125.29995283828872,297.77954774772235,204.91526153296877,49.5874389599738,86.24259825050994,77.55081345091179
gg,shame,74.93463130250781,283.5860607354254,159.89098536927023,43.97954479974205,76.1959904146791,68.9134790106599
mm,boredom,127.28314838372083,179.17533157565688,146.16261901214722,38.089979327773314,77.43337597988696,72.02985638687076
gg,hot-anger,176.31004508426687,596.5386049257204,389.9341783331755,36.356580482998446,80.42074708108544,73.94966421568867
gg,panic,223.98488058681014,465.53596081042696,373.3225866661259,40.73897045553142,85.15656499542892,76.81677947232414
jg,shame,87.03124468321572,608.2570118555997,283.8384217512593,31.50962948963286,58.528444866396,50.042801652265624
mk,disgust,211.21396128115393,382.58629665717206,282.4100057942021,25.718912352908596,78.74816396870975,70.07366857104361
cl,anxiety,76.32941876582373,146.31143552122856,101.28995929173016,23.244405143870477,78.11659565300977,67.4381961863982
mk,boredom,176.60142511944449,540.7932389586625,220.7657262653318,29.591509857160997,67.11848880570267,56.61833355939757
cl,shame,79.800994890171,137.67374139493842,106.42339027025916,15.6867497959446,69.96923925801909,63.470185716976445
mm,shame,81.10085216531289,169.3062101161366,136.94990296858361,32.14439172997665,82.0372047025663,71.82742354806985
cl,hot-anger,155.90146184849976,273.4571098620341,215.37508251131658,1.7820005414076927,77.69840837518989,67.30314961601403
jg,boredom,148.6471259392906,572.5662721417893,194.98381500341821,31.4605254081365,66.79248065309497,56.41554137918252
mk,happy,229.57085314894445,400.64797404748805,295.49797711784214,29.479634776685323,79.75484039574188,68.04001283352476
mm,despair,135.56125307529234,188.81954068195702,161.5485010170212,30.35877588804756,77.33462738715032,69.28520854220136
mf,contempt,104.32770940647805,201.30405830763274,148.48859646164493,27.94259138950697,72.69325220146762,64.69228398901988
cc,shame,88.65590922672993,166.36592376275365,115.90494627510658,23.271048028547796,73.32840542021115,63.50612108195763
gg,anxiety,160.9154864072347,352.5409759401639,222.55855125094132,29.03017971515725,70.67790914139482,61.64757358151757
mk,happy,232.1133307798749,428.8631291255412,342.5045568108344,27.864642699587773,78.34416961404926,69.55386276939986
gg,hot-anger,269.65575148094314,627.7570999749998,408.77125829713833,25.55835585680688,84.89844917726208,77.07928353993908
mm,panic,141.20233640723444,592.741232693581,422.84960426505216,36.72474834603447,87.2966834743248,78.07153233279213
cc,anxiety,79.02203012638608,516.1922293085502,140.2225706600726,46.23632444756949,81.29552130782983,74.03625189180826
mk,despair,191.33536331406233,413.3487939402845,286.32186974490844,36.03870979792836,80.68391062699781,73.36039921292765
mm,sadness,173.02130713266567,277.51765158476644,205.82789251478445,31.794053067839123,73.27075943391702,66.20104865604945
gg,sadness,154.25907984570242,377.6276250720727,243.03211100823518,31.311512823912345,73.60887184155764,67.35311173388824
mm,despair,90.8049551484688,231.51605060483712,168.1124118419332,30.125645572388397,77.1411121276089,68.8789868075756
cl,anxiety,85.22065435632612,133.87203735370133,101.14132870783638,20.790767603585223,80.26456011125606,68.51767328195785
jg,despair,377.7077509580025,569.6841426141967,444.15743156455704,26.56514132962826,56.796057663862214,43.56031815382337
jg,sadness,85.74691075547409,603.0153255329534,193.4084336629606,42.804374605365766,79.04845243457993,67.5577694838924
mm,sadness,81.5785257128899,200.21204699088904,146.10906609651516,29.693777281640546,68.5409496476639,62.09200906771753
mm,elation,251.08451966414415,402.9077722804382,327.2382816710876,31.821239714661186,83.4088477475044,77.21444165960672
cc,pride,122.80700080469433,192.58419329066706,146.81895130474126,15.128362485367763,75.64986936417394,66.42212473019862
gg,disgust,98.96654824124995,402.56740604659774,251.35638631226195,20.248497530793784,80.49360460303183,74.6295992568869
mf,hot-anger,154.44254206672443,260.99220126100596,209.86056835795227,24.328261865974564,85.63969066658856,77.39614836841874
mf,pride,110.3146712171124,188.1889797445593,146.37625730841148,29.798117345235493,66.29120209844908,59.12876218461862
cl,shame,76.16093525021655,97.15001793663049,88.16751340311578,17.168463451668323,73.88206899432815,64.00496100824789
mm,boredom,78.30427230809488,161.70704054002184,139.43922612029908,31.556888832905962,76.95115014497001,69.93100448932091
mf,cold-anger,102.0360077829395,295.5997013380517,216.21953523330936,39.063797512102404,88.57251841723776,79.87737370560146
mk,despair,228.93059849063675,589.8158149252553,368.57625448129755,22.615706081204102,67.9176748966725,59.34089626345895
